0.65604,6.5282
-1.1311,-6.1288
4.6087,-5.3474
-4.586,-5.8954
2.6948,-0.16665
-2.6765,-2.462
-1.6013,5.2566
-2.6872,-5.8203
2.3025,-6.9694
-3.1124,0.82122
-4.2542,4.7717
2.2119,-3.2113
-1.6937,-5.0625
1.4463,-0.59733
-1.4076,-6.5458
1.0782,0.069377
-10.258,3.3135
1.8635,0.87095
7.4142,-7.637
4.1572,-2.1473
3.6436,-1.2081
-0.95893,7.2543
0.72399,3.6594
0.977,-0.22832
0.38557,5.2374
-3.3219,-4.1789
-1.409,-1.3931
-0.6991,5.6502
-1.9226,6.0095
3.3473,2.9215
10.153,1.963
-5.2933,-2.3445
0.51336,2.9796
-5.7695,-3.3126
5.21,2.2981
5.6396,1.1274
-6.6502,4.5572
7.7747,-1.7035
-4.3388,2.5446
0.90728,3.1727
4.3957,-3.5935
0.58876,0.62498
9.1827,6.389
11.01,0.44976
0.55327,-1.2345
-7.6283,1.8266
-1.46,-1.1004
-3.3924,1.7726
-3.059,-0.53906
-4.5108,-0.073313
0.31276,1.8432
8.4265,5.4493
-2.8634,1.8075
-1.1221,6.5935
4.6659,-8.1134
4.8513,-1.797
1.9422,0.94397
4.1041,-3.3407
3.4829,-5.1038
-1.527,2.4681
1.7156,2.4508
-1.1965,1.1575
-3.5995,1.5813
2.539,-3.4823
0.26981,-1.9908
-0.74848,-0.42669
1.1669,-2.7513
3.9508,1.3275
1.5717,9.4609
0.77821,-1.9289
1.1191,2.5898
0.20488,-4.1377
-3.0979,5.3582
3.1471,-3.8766
5.6356,0.83486
-2.1364,-2.4744
7.711,2.0481
-0.70499,0.045417
-0.975,-0.17595
-3.5904,11.796
-3.1693,-2.5202
-3.8119,-0.18752
1.4156,10.732
6.3881,-4.5868
2.1099,2.212
3.4168,-4.3058
5.3674,4.1226
-9.9981,1.3101
-0.67024,2.6085
1.4121,-1.1154
2.869,0.98077
-5.2194,5.8901
-4.0235,-9.1004
3.1627,-6.5332
-0.46629,1.6619
2.2124,-2.6191
-3.8426,-1.1854
-6.5352,-5.9877
3.0448,-3.6193
4.7732,-1.6167
