2.7319,2.015
4.6824,-3.5706
1.9034,7.634
5.6489,0.48892
0.090434,4.1881
-0.19148,-0.90768
6.8053,-0.65001
-2.0388,2.7602
-0.01142,2.223
3.6795,-4.481
0.59923,-6.1308
5.6197,-4.3915
4.1365,-5.6631
1.1663,0.23828
-3.1108,-1.645
2.2668,-1.472
-5.5305,-5.4439
0.9779,3.1183
3.2338,1.7576
0.85217,-0.35849
3.5187,4.0847
8.1555,-3.4959
3.6957,1.6588
1.0677,1.3938
2.5666,1.397
1.7019,-2.917
-5.2589,1.3074
-1.6656,-2.0595
4.8988,-3.5858
-0.17434,-4.8131
2.3297,4.1513
-4.026,-3.3838
0.25807,-0.69166
2.4012,-4.8346
-5.4461,-1.1885
1.3904,-12.928
-0.72737,-4.3478
-3.7581,-5.7057
-0.15013,-4.0578
-7.5852,-0.85307
-8.5119,-1.3014
-4.7077,7.7776
-3.9621,-2.2871
-4.6921,-1.0001
-6.9017,-6.2773
1.1529,-1.9095
-6.3767,-5.3519
0.44088,0.1212
3.1483,3.4123
-0.0089071,1.617
0.37244,-2.8025
-1.5126,-6.5222
-5.9307,5.8401
-0.17527,8.2002
3.8433,0.482
6.953,-3.9596
-1.7208,4.7911
-6.5093,-2.3706
0.66539,-1.8792
1.5051,3.5455
-0.9078,-5.5409
-4.5956,-7.827
8.0973,1.6827
-9.4381,1.603
-2.0399,0.38057
-5.2865,1.9867
-2.5445,4.329
1.2714,3.8818
0.55219,-2.2743
-2.8429,3.2399
3.108,0.69299
2.4896,-2.0222
2.5895,-4.7732
-1.7025,2.5879
4.1943,-1.4145
2.6428,0.18574
10.035,-3.1718
4.2538,-6.2021
4.6277,0.68635
0.21192,-0.24856
-5.1535,4.7961
-1.4849,3.2068
-3.0312,4.2132
-2.2559,-2.9955
2.2206,-3.7453
-2.2271,-5.0763
-3.5805,1.9919
-1.6373,11.156
-0.64355,2.9103
1.6373,-3.0923
-3.8105,3.3465
1.2693,-4.5133
0.31208,-5.6979
5.2975,2.8698
-0.85268,-3.1116
-0.53791,1.2639
-4.6854,5.6261
-5.5411,1.6045
1.242,3.7186
-0.99796,-6.4232
