-11.225,9.9604
9.2091,6.5284
-12.555,8.8717
15.938,7.641
11.67,-5.1996
15.843,5.3311
16.633,-3.9109
-17.808,6.5533
15.269,2.3435
-13.356,10.184
-2.39,-13.517
5.2048,-9.0248
-19.176,-2.7794
-8.5921,-10.141
19.475,-7.688
20.792,3.7274
-7.1416,10.186
17.313,2.5854
6.4073,8.9828
-4.1844,-11.03
-4.7194,-13.156
16.024,-7.7352
-13.185,-3.7567
19.624,4.6688
17.364,-4.5798
5.921,-9.0394
-4.2826,9.3188
-15.865,-2.2325
18.631,-0.8938
-3.6083,-8.2359
9.8328,-7.859
-18.696,4.167
-20.346,1.8992
-17.762,-3.5623
-2.3203,9.6251
-0.12417,-10.067
-21.827,-0.26664
-15.173,-10.014
-7.9787,10.508
12.134,7.215
-22.129,1.7116
-12.347,7.2322
3.0543,-6.2548
2.0077,-5.2097
-6.4404,-5.7299
12.733,7.0858
17.361,1.1829
-15.923,-3.1431
-6.3292,9.5717
16.121,-3.226
17.352,-1.046
-5.1175,10.924
7.2606,-10.98
23.631,-9.0336
-17.351,-6.0993
15.094,-6.737
16.609,-3.0647
-18.31,-2.9211
-2.6803,-9.8078
-11.497,-3.0094
18.721,1.5343
-21.712,3.7909
-10.744,-7.0437
-21.782,-1.4596
-16.658,8.615
22.437,-4.677
11.073,-10.141
6.3914,-4.4521
-12.35,6.3693
-19.674,-6.5225
15.022,-7.7456
18.297,-4.0616
-10.66,-9.4778
6.5777,11.811
-11.71,-8.4831
15.256,3.7104
-16.062,5.3315
-9.5568,-8.3083
21.571,-4.7703
8.0896,-10.041
-22.086,1.0755
0.87295,-10.286
-16.088,4.6185
19.927,-1.785
20.807,-0.78757
9.4698,-5.4291
-15.869,6.6581
-22.758,3.3259
0.4071,9.7775
5.6419,-12.839
16.483,-7.4671
15.692,-4.7261
-18.099,-3.4706
-15.368,-5.4998
12.442,8.4366
18.598,-6.7818
-17.925,2.8876
6.0028,10.496
21.826,-7.9653
1.8742,-11.826
